epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6559134721755981,0.9382677674293518,1.2721294164657593,0.7835015654563904,0.5447596311569214,0.08596153557300568,0.5050626993179321,273.594482421875,0.08602358400821686,0.08557692170143127
1,0.6946634650230408,0.9565368890762329,0.9989300966262817,0.8056555390357971,0.6026923060417175,0.7207692265510559,0.9600051641464233,0.940920889377594,0.7814510464668274,0.677307665348053
2,0.8397595882415771,0.9871453046798706,0.49466219544410706,0.8912703394889832,0.7937019467353821,0.8274999856948853,0.981281578540802,0.5744245052337646,0.8747873902320862,0.7913461327552795
3,0.8529326915740967,0.9882313013076782,0.46314045786857605,0.8980844616889954,0.8159615397453308,0.7857692241668701,0.9729549288749695,0.748633086681366,0.8337251543998718,0.7501922845840454
4,0.8930768966674805,0.9939396977424622,0.3177337646484375,0.9173557758331299,0.8693269491195679,0.807692289352417,0.978460431098938,0.6226608753204346,0.8419434428215027,0.7898076772689819
5,0.8978365659713745,0.9934222102165222,0.3121737241744995,0.9198709726333618,0.877548098564148,0.7732692360877991,0.9586303234100342,0.9712702631950378,0.8068252205848694,0.7501922845840454
6,0.9014903903007507,0.9930756688117981,0.31623899936676025,0.9231466054916382,0.8818269371986389,0.7157692313194275,0.9472981095314026,1.1168932914733887,0.7544885277748108,0.6949999928474426
7,0.9321634769439697,0.9966936111450195,0.20628274977207184,0.9429232478141785,0.9205288290977478,0.8138461709022522,0.9712998270988464,0.8095477819442749,0.8463589549064636,0.7934615612030029
8,0.9125000238418579,0.9940922260284424,0.28700146079063416,0.92757648229599,0.8996154069900513,0.6661538481712341,0.9251320362091064,1.6498481035232544,0.695003092288971,0.6446154117584229
9,0.9187019467353821,0.9948785305023193,0.2609037756919861,0.9342920780181885,0.9057692289352417,0.8411538600921631,0.9823763966560364,0.5439300537109375,0.8648267388343811,0.825576901435852
