epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7704943418502808,0.9719682335853577,0.750963032245636,0.8676706552505493,0.6919649839401245,0.7698744535446167,0.9726269245147705,0.745560348033905,0.8185248970985413,0.7395009994506836
1,0.8435223698616028,0.9869937300682068,0.49160441756248474,0.8903663158416748,0.8041995763778687,0.6789090633392334,0.9322305917739868,2.1217968463897705,0.7188088297843933,0.650860071182251
2,0.8714163899421692,0.9912719130516052,0.38943788409233093,0.9062656164169312,0.8439098000526428,0.7436851263046265,0.9723928570747375,0.7752991318702698,0.7909878492355347,0.7072679400444031
3,0.8876879215240479,0.9930434823036194,0.3400288224220276,0.9143207669258118,0.8657213449478149,0.7077328562736511,0.9478022456169128,1.0788968801498413,0.739721417427063,0.6830931305885315
4,0.9039206504821777,0.9942866563796997,0.2933245599269867,0.9224905967712402,0.8862156867980957,0.8251975774765015,0.9761318564414978,0.6211069822311401,0.8418522477149963,0.8141949772834778
5,0.7919959425926208,0.9787130355834961,0.729084312915802,0.8692082762718201,0.7260576486587524,0.7487990260124207,0.9717744588851929,0.7787681818008423,0.8369565010070801,0.668216347694397
6,0.741709291934967,0.9671202898025513,1.0165826082229614,0.8413006663322449,0.6545405387878418,0.10754688084125519,0.5635815858840942,33.40761947631836,0.09646553546190262,0.07655353844165802
7,0.7130792140960693,0.96354740858078,0.9414744973182678,0.8236539363861084,0.6181233525276184,0.5890283584594727,0.9319431185722351,1.274769902229309,0.7369118332862854,0.516968846321106
8,0.7567410469055176,0.9736840128898621,0.7756057381629944,0.8434977531433105,0.6842553615570068,0.18332558870315552,0.5665204524993896,20.947498321533203,0.18247488141059875,0.18007127940654755
9,0.7689834237098694,0.9768965840339661,0.7120785117149353,0.8517396450042725,0.6970788836479187,0.784286379814148,0.9807378649711609,0.638034999370575,0.8679738640785217,0.7202851176261902
