epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6015452742576599,0.9277819991111755,1.6529489755630493,0.7808308601379395,0.4391096532344818,0.38067206740379333,0.796302855014801,919.8043823242188,0.4917944073677063,0.3344370722770691
1,0.6838667988777161,0.9555575847625732,1.3069366216659546,0.8110447525978088,0.5660105347633362,0.6752514243125916,0.9589595198631287,0.9887562394142151,0.811748743057251,0.5134903192520142
2,0.7366629838943481,0.9681374430656433,1.0132942199707031,0.8351961970329285,0.6460632681846619,0.4237184226512909,0.8334761261940002,3.6937241554260254,0.4886530637741089,0.3670591115951538
3,0.6887417435646057,0.9585666656494141,1.1749173402786255,0.8093084692955017,0.5816470384597778,0.7322786450386047,0.9702101945877075,0.8673952221870422,0.858126699924469,0.6112337708473206
4,0.7873436212539673,0.980076014995575,0.6618525385856628,0.8631852865219116,0.7226821184158325,0.776428759098053,0.9782918095588684,0.674888014793396,0.8553449511528015,0.7084866166114807
5,0.8222651481628418,0.9859567880630493,0.5307108759880066,0.8830944895744324,0.7689170837402344,0.7830512523651123,0.977216362953186,0.6704046726226807,0.8487430810928345,0.732891857624054
6,0.8472835421562195,0.9892630577087402,0.45923343300819397,0.8957247734069824,0.8061687350273132,0.8181260824203491,0.9815529584884644,0.5797485709190369,0.8585346341133118,0.7889379262924194
7,0.8319536447525024,0.9871660470962524,0.5558614730834961,0.8849184513092041,0.7850748300552368,0.6907039284706116,0.9431731104850769,1.1671607494354248,0.7558106780052185,0.6540348529815674
8,0.8121167421340942,0.984562337398529,0.5894172191619873,0.8776782155036926,0.759841799736023,0.7690703868865967,0.9766830205917358,0.6968133449554443,0.8232197165489197,0.728722095489502
9,0.8655874133110046,0.9916985630989075,0.3976243734359741,0.9049258232116699,0.8302366733551025,0.828550398349762,0.9838501811027527,0.5377369523048401,0.8664438724517822,0.7948246002197266
