epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.1563461571931839,0.6284871101379395,4.129435062408447,0.19195979833602905,0.009182692505419254,0.23173077404499054,0.6988251805305481,2.3615851402282715,0.5319148898124695,0.009615384973585606
1,0.2870672941207886,0.7609744668006897,2.175103187561035,0.6402366757392883,0.052019231021404266,0.32884615659713745,0.794958233833313,2.0621140003204346,0.6839080452919006,0.0915384590625763
2,0.42557692527770996,0.8569009304046631,1.7618952989578247,0.6960144639015198,0.1847115457057953,0.430961549282074,0.8621679544448853,1.7454454898834229,0.663571834564209,0.23365384340286255
3,0.5646634697914124,0.9175395369529724,1.357601284980774,0.7684550285339355,0.366346150636673,0.4713461399078369,0.8714474439620972,1.7676045894622803,0.6000000238418579,0.3386538326740265
4,0.6583653688430786,0.9480700492858887,1.0748159885406494,0.8144353628158569,0.5045192241668701,0.5359615087509155,0.8956396579742432,1.626029133796692,0.6529021263122559,0.434807687997818
5,0.7330288290977478,0.9682559370994568,0.8317312598228455,0.8494574427604675,0.6247596144676208,0.5484615564346313,0.8908224701881409,1.75604248046875,0.6357361674308777,0.47826921939849854
6,0.7956249713897705,0.9812368750572205,0.6324590444564819,0.8787379264831543,0.7176923155784607,0.5392307639122009,0.8792315125465393,1.9564710855484009,0.6148828268051147,0.48942306637763977
7,0.839519202709198,0.9880077242851257,0.4985455870628357,0.9009884595870972,0.7800480723381042,0.5376923084259033,0.8675584197044373,2.1833269596099854,0.5889626741409302,0.494615375995636
8,0.8714903593063354,0.9919459819793701,0.39640653133392334,0.9161657691001892,0.8280288577079773,0.5544230937957764,0.8674982190132141,2.3033783435821533,0.5973626375198364,0.5226923227310181
9,0.8993269205093384,0.9946687817573547,0.3121357262134552,0.9303056597709656,0.8676442503929138,0.5532692074775696,0.858688473701477,2.6590006351470947,0.5826384425163269,0.5240384340286255
