epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7424453496932983,0.9653593897819519,0.9011187553405762,0.8549246788024902,0.6463273167610168,0.19370834529399872,0.563258707523346,26155565056.0,0.19370834529399872,0.19370834529399872
1,0.3691306412220001,0.8468076586723328,2.260028123855591,0.8240165710449219,0.10793429613113403,0.3045095205307007,0.7862237691879272,155.35455322265625,0.6594672203063965,0.14194947481155396
2,0.4193398356437683,0.8730177283287048,1.9562360048294067,0.7769553661346436,0.15047264099121094,0.35626840591430664,0.8333278894424438,49.79104995727539,0.7991218566894531,0.1128157451748848
3,0.45703548192977905,0.8888441324234009,1.7903321981430054,0.7892951965332031,0.2073841691017151,0.4480086863040924,0.8856461048126221,1.601961612701416,0.8404099345207214,0.1779017448425293
4,0.5105377435684204,0.9071004986763,1.4928374290466309,0.7993333339691162,0.2787075638771057,0.4610258936882019,0.8782150745391846,4.015005111694336,0.860927164554596,0.26189368963241577
5,0.5572214722633362,0.9222942590713501,1.3769866228103638,0.8210979700088501,0.347086638212204,0.5972415804862976,0.9340822100639343,1.3773714303970337,0.8635687828063965,0.35998761653900146
6,0.5878273844718933,0.9307401180267334,1.292863368988037,0.8213576078414917,0.3843948543071747,0.5417635440826416,0.9107004404067993,3.5037050247192383,0.7369532585144043,0.3785836100578308
7,0.5620641708374023,0.9231470823287964,1.548133373260498,0.7991946935653687,0.35371145606040955,0.22268712520599365,0.6028546094894409,81002.5390625,0.23074312508106232,0.21075469255447388
8,0.5959631204605103,0.932282030582428,1.7491176128387451,0.7987499237060547,0.401015043258667,0.3792034685611725,0.846028208732605,1.8807770013809204,0.5791779160499573,0.2663877308368683
9,0.6048737168312073,0.9370335340499878,1.4090299606323242,0.8016890287399292,0.4192623496055603,0.5831395983695984,0.9367195963859558,1.2131518125534058,0.783240556716919,0.392530620098114
