epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7197115421295166,0.9560579657554626,1.0134563446044922,0.8380735516548157,0.6190865635871887,0.7473077178001404,0.9608914256095886,0.9802618026733398,0.8072582483291626,0.7015384435653687
1,0.8211057782173157,0.9819319248199463,0.5959170460700989,0.8783442974090576,0.7702403664588928,0.7936538457870483,0.9789270758628845,0.6443794965744019,0.841791033744812,0.7592307925224304
2,0.8680769205093384,0.9900695085525513,0.42784103751182556,0.9035215377807617,0.8338461518287659,0.8573076725006104,0.9874191880226135,0.45840439200401306,0.8886827230453491,0.8290384411811829
3,0.8913942575454712,0.993126630783081,0.33797794580459595,0.917026162147522,0.8687499761581421,0.8346154093742371,0.9816347360610962,0.5864344835281372,0.8630697131156921,0.8121153712272644
4,0.9118269085884094,0.9950999021530151,0.2707768976688385,0.9296652674674988,0.896009624004364,0.8092307448387146,0.9773750901222229,0.6461337804794312,0.8367722034454346,0.7876923084259033
5,0.9188461303710938,0.9954321980476379,0.25748923420906067,0.9327976703643799,0.9042307734489441,0.8557692170143127,0.9863125085830688,0.4755871593952179,0.8764315843582153,0.8388461470603943
6,0.907403826713562,0.9939162731170654,0.29873740673065186,0.9268718361854553,0.8933172821998596,0.6526923179626465,0.9147538542747498,1.7349458932876587,0.6855757236480713,0.6251922845840454
7,0.894903838634491,0.9919906854629517,0.35876110196113586,0.9155546426773071,0.8741346001625061,0.6459615230560303,0.8688561916351318,356.37188720703125,0.6601941585540771,0.6276922821998596
8,0.9373077154159546,0.9970611333847046,0.19124677777290344,0.9476115703582764,0.9270192384719849,0.863653838634491,0.9820334315299988,0.5123559832572937,0.8797781467437744,0.8542307615280151
9,0.9570192098617554,0.99840247631073,0.12847085297107697,0.961952805519104,0.9529807567596436,0.82442307472229,0.9679116010665894,0.7456498146057129,0.8450000286102295,0.8125
